"prolific_id","dataset_id","respondent_id","title","cond","source","id_first","item_idx","item_id","q_id","q0","a0","a1","question","answer","rt","time"
"5733da44b0b6ee0f142f8332","0","17.0","Jogging","non_moral","AI","1","0","37","1","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ","yes","   this is the best solution because it allows me to get my work done before the rain starts and still get to enjoy some outdoor exercise. if i waited until it rained, i would have to either postpone my jogging or do it in the rain, which i dislike. by doing my paperwork now, i can get my work done before the rain and still go for a jog in the nice weather.","Do you agree with the second answer from the blue character (justification)? (#2)","No","81368","2023-02-13 18:35:19"
"5733da44b0b6ee0f142f8332","0","17.0","Jogging","non_moral","AI","1","0","37","0","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ","yes","   this is the best solution because it allows me to get my work done before the rain starts and still get to enjoy some outdoor exercise. if i waited until it rained, i would have to either postpone my jogging or do it in the rain, which i dislike. by doing my paperwork now, i can get my work done before the rain and still go for a jog in the nice weather.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","81368","2023-02-13 18:35:20"
"5733da44b0b6ee0f142f8332","0","17.0","Jogging","non_moral","AI","1","0","37","2","You intend to accomplish two things this afternoon: going for a jog and   doing some paperwork. In general you prefer to get your work done before you exercise. The weather is nice at the moment, but the weather forecast says that in a couple of hours it will start to rain. You very much dislike jogging in the rain, but you don’t care what the weather is like while you do paperwork. Would you do your paperwork now with the intention of jogging in a couple of hours in order to get your work done before you exercise? ","yes","   this is the best solution because it allows me to get my work done before the rain starts and still get to enjoy some outdoor exercise. if i waited until it rained, i would have to either postpone my jogging or do it in the rain, which i dislike. by doing my paperwork now, i can get my work done before the rain and still go for a jog in the nice weather.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","AI","81368","2023-02-13 18:35:20"
"5733da44b0b6ee0f142f8332","0","5c3f3ae7d831ed0001f78c4f","Standard Fumes","impersonal_moral","Human","1","1","31","2","You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospital's ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?","yes","i would save 3 people instead of 1","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","Human","69157","2023-02-13 18:36:29"
"5733da44b0b6ee0f142f8332","0","5c3f3ae7d831ed0001f78c4f","Standard Fumes","impersonal_moral","Human","1","1","31","1","You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospital's ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?","yes","i would save 3 people instead of 1","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","69157","2023-02-13 18:36:29"
"5733da44b0b6ee0f142f8332","0","5c3f3ae7d831ed0001f78c4f","Standard Fumes","impersonal_moral","Human","1","1","31","0","You are the late-night watchman in a hospital. Due to an accident in  the building next door, there are deadly fumes rising up through the hospital's ventilation system. In a certain room of the hospital are three patients. In another room there is a single patient. If you do nothing the fumes will rise up into the room containing the three patients and cause their deaths. The only way to avoid the deaths of these patients is to hit a certain switch, which will cause the fumes to bypass the room containing the three patients. As a result of doing this the fumes will enter the room containing the single patient, causing his death. Is it appropriate for you to hit the switch in order to avoid the deaths of the three patients?","yes","i would save 3 people instead of 1","Do you agree with the first answer from the blue character (appropriateness)? (#1)","No","69157","2023-02-13 18:36:30"
"5733da44b0b6ee0f142f8332","0","23.0","Plane Crash","personal_moral","AI","0","2","35","2","Your plane has crashed in the Himalayas. The only survivors are yourself, another   man, and a young boy. The three of you travel for days, battling extreme cold and wind. Your only chance at survival is to find your way to small a village on the other side of the mountain, several days away. The boy has a broken leg and cannot move very quickly. Hischances of surviving the journey are essentially zero. Without food, you and the other man will probably die as well. The other man suggests that you sacrifice the boy and eat his remains over the next few days. Is it appropriate to kill this boy so that you and the other man may survive your journey to safety? ","no","  killing this boy would be a violation of the fundamental human right to life, and thus morally wrong. killing the boy would also be an act of selfishness, since it would be done solely for the purpose of ensuring the survival of the two adults. it is important to remember that all human life is valuable, and that taking the life of another in order to save one's own is never the right answer.","Do you think the blue character involved in this dialogue was a human participant or an artificial intelligence?","AI","40305","2023-02-13 18:37:09"
"5733da44b0b6ee0f142f8332","0","23.0","Plane Crash","personal_moral","AI","0","2","35","0","Your plane has crashed in the Himalayas. The only survivors are yourself, another   man, and a young boy. The three of you travel for days, battling extreme cold and wind. Your only chance at survival is to find your way to small a village on the other side of the mountain, several days away. The boy has a broken leg and cannot move very quickly. Hischances of surviving the journey are essentially zero. Without food, you and the other man will probably die as well. The other man suggests that you sacrifice the boy and eat his remains over the next few days. Is it appropriate to kill this boy so that you and the other man may survive your journey to safety? ","no","  killing this boy would be a violation of the fundamental human right to life, and thus morally wrong. killing the boy would also be an act of selfishness, since it would be done solely for the purpose of ensuring the survival of the two adults. it is important to remember that all human life is valuable, and that taking the life of another in order to save one's own is never the right answer.","Do you agree with the first answer from the blue character (appropriateness)? (#1)","Yes","40305","2023-02-13 18:37:09"
"5733da44b0b6ee0f142f8332","0","23.0","Plane Crash","personal_moral","AI","0","2","35","1","Your plane has crashed in the Himalayas. The only survivors are yourself, another   man, and a young boy. The three of you travel for days, battling extreme cold and wind. Your only chance at survival is to find your way to small a village on the other side of the mountain, several days away. The boy has a broken leg and cannot move very quickly. Hischances of surviving the journey are essentially zero. Without food, you and the other man will probably die as well. The other man suggests that you sacrifice the boy and eat his remains over the next few days. Is it appropriate to kill this boy so that you and the other man may survive your journey to safety? ","no","  killing this boy would be a violation of the fundamental human right to life, and thus morally wrong. killing the boy would also be an act of selfishness, since it would be done solely for the purpose of ensuring the survival of the two adults. it is important to remember that all human life is valuable, and that taking the life of another in order to save one's own is never the right answer.","Do you agree with the second answer from the blue character (justification)? (#2)","Yes","40305","2023-02-13 18:37:10"
"61003317b16db7021d440807","1","60841d3e92be890d07774975","Choosing Classes","non_moral","Human","1","0","82","1","You are beginning your senior year of college. In order to fulfill your  graduation requirements you need to take a history class and a science class by the end of the year. During the fall term, the history class you want to take is scheduled at the same time as the science class you want to take. During the spring term the same history class is offered, but the science class is not. Would you take the history class during the fall term in order to help you fulfill your graduation requirements?","yes","because it is the only way to take both classes","Do you agree with the second answer from the blue character (justification)? (#2)","No","69551","2023-02-13 18:37:38"
